Ref_Date,GEO,SECTORS,STATEMENT,Vector,Coordinate,Value
2009/03,Canada,Federal government,"Net acquisition of financial assets (x 1,000,000)",v52531077,1.2.25,47621.0
2009/06,Canada,Federal government,"Net acquisition of financial assets (x 1,000,000)",v52531077,1.2.25,-2718.0
2009/09,Canada,Federal government,"Net acquisition of financial assets (x 1,000,000)",v52531077,1.2.25,28052.0
2009/12,Canada,Federal government,"Net acquisition of financial assets (x 1,000,000)",v52531077,1.2.25,4092.0
2010/03,Canada,Federal government,"Net acquisition of financial assets (x 1,000,000)",v52531077,1.2.25,12667.0
2010/06,Canada,Federal government,"Net acquisition of financial assets (x 1,000,000)",v52531077,1.2.25,-15944.0
2010/09,Canada,Federal government,"Net acquisition of financial assets (x 1,000,000)",v52531077,1.2.25,5733.0
2010/12,Canada,Federal government,"Net acquisition of financial assets (x 1,000,000)",v52531077,1.2.25,2718.0
2011/03,Canada,Federal government,"Net acquisition of financial assets (x 1,000,000)",v52531077,1.2.25,4417.0
2011/06,Canada,Federal government,"Net acquisition of financial assets (x 1,000,000)",v52531077,1.2.25,-2866.0
2011/09,Canada,Federal government,"Net acquisition of financial assets (x 1,000,000)",v52531077,1.2.25,91.0
2011/12,Canada,Federal government,"Net acquisition of financial assets (x 1,000,000)",v52531077,1.2.25,5373.0
2012/03,Canada,Federal government,"Net acquisition of financial assets (x 1,000,000)",v52531077,1.2.25,6945.0
2012/06,Canada,Federal government,"Net acquisition of financial assets (x 1,000,000)",v52531077,1.2.25,1838.0
2012/09,Canada,Federal government,"Net acquisition of financial assets (x 1,000,000)",v52531077,1.2.25,6979.0
2012/12,Canada,Federal government,"Net acquisition of financial assets (x 1,000,000)",v52531077,1.2.25,120.0
2013/03,Canada,Federal government,"Net acquisition of financial assets (x 1,000,000)",v52531077,1.2.25,7048.0
2013/06,Canada,Federal government,"Net acquisition of financial assets (x 1,000,000)",v52531077,1.2.25,6339.0
2013/09,Canada,Federal government,"Net acquisition of financial assets (x 1,000,000)",v52531077,1.2.25,8330.0
2013/12,Canada,Federal government,"Net acquisition of financial assets (x 1,000,000)",v52531077,1.2.25,-18967.0
2014/03,Canada,Federal government,"Net acquisition of financial assets (x 1,000,000)",v52531077,1.2.25,-9390.0
2014/06,Canada,Federal government,"Net acquisition of financial assets (x 1,000,000)",v52531077,1.2.25,6348.0
2014/09,Canada,Federal government,"Net acquisition of financial assets (x 1,000,000)",v52531077,1.2.25,-1522.0
2014/12,Canada,Federal government,"Net acquisition of financial assets (x 1,000,000)",v52531077,1.2.25,3759.0
1991/03,Canada,Federal government,"Currency and deposits, net acquisition of financial assets (x 1,000,000)",v52531078,1.2.26,-1755.0
1991/06,Canada,Federal government,"Currency and deposits, net acquisition of financial assets (x 1,000,000)",v52531078,1.2.26,-2121.0
1991/09,Canada,Federal government,"Currency and deposits, net acquisition of financial assets (x 1,000,000)",v52531078,1.2.26,1663.0
1991/12,Canada,Federal government,"Currency and deposits, net acquisition of financial assets (x 1,000,000)",v52531078,1.2.26,1197.0
1992/03,Canada,Federal government,"Currency and deposits, net acquisition of financial assets (x 1,000,000)",v52531078,1.2.26,-2548.0
1992/06,Canada,Federal government,"Currency and deposits, net acquisition of financial assets (x 1,000,000)",v52531078,1.2.26,1079.0
1992/09,Canada,Federal government,"Currency and deposits, net acquisition of financial assets (x 1,000,000)",v52531078,1.2.26,1992.0
1992/12,Canada,Federal government,"Currency and deposits, net acquisition of financial assets (x 1,000,000)",v52531078,1.2.26,-1395.0
1993/03,Canada,Federal government,"Currency and deposits, net acquisition of financial assets (x 1,000,000)",v52531078,1.2.26,736.0
1993/06,Canada,Federal government,"Currency and deposits, net acquisition of financial assets (x 1,000,000)",v52531078,1.2.26,-1547.0
1993/09,Canada,Federal government,"Currency and deposits, net acquisition of financial assets (x 1,000,000)",v52531078,1.2.26,-560.0
1993/12,Canada,Federal government,"Currency and deposits, net acquisition of financial assets (x 1,000,000)",v52531078,1.2.26,2157.0
1994/03,Canada,Federal government,"Currency and deposits, net acquisition of financial assets (x 1,000,000)",v52531078,1.2.26,-943.0
1994/06,Canada,Federal government,"Currency and deposits, net acquisition of financial assets (x 1,000,000)",v52531078,1.2.26,-1668.0
1994/09,Canada,Federal government,"Currency and deposits, net acquisition of financial assets (x 1,000,000)",v52531078,1.2.26,976.0
1994/12,Canada,Federal government,"Currency and deposits, net acquisition of financial assets (x 1,000,000)",v52531078,1.2.26,1992.0
1995/03,Canada,Federal government,"Currency and deposits, net acquisition of financial assets (x 1,000,000)",v52531078,1.2.26,-1720.0
1995/06,Canada,Federal government,"Currency and deposits, net acquisition of financial assets (x 1,000,000)",v52531078,1.2.26,649.0
1995/09,Canada,Federal government,"Currency and deposits, net acquisition of financial assets (x 1,000,000)",v52531078,1.2.26,5009.0
1995/12,Canada,Federal government,"Currency and deposits, net acquisition of financial assets (x 1,000,000)",v52531078,1.2.26,126.0
1996/03,Canada,Federal government,"Currency and deposits, net acquisition of financial assets (x 1,000,000)",v52531078,1.2.26,1102.0
1996/06,Canada,Federal government,"Currency and deposits, net acquisition of financial assets (x 1,000,000)",v52531078,1.2.26,-5710.0
1996/09,Canada,Federal government,"Currency and deposits, net acquisition of financial assets (x 1,000,000)",v52531078,1.2.26,1374.0
1996/12,Canada,Federal government,"Currency and deposits, net acquisition of financial assets (x 1,000,000)",v52531078,1.2.26,752.0
1997/03,Canada,Federal government,"Currency and deposits, net acquisition of financial assets (x 1,000,000)",v52531078,1.2.26,3541.0
1997/06,Canada,Federal government,"Currency and deposits, net acquisition of financial assets (x 1,000,000)",v52531078,1.2.26,-5063.0
1997/09,Canada,Federal government,"Currency and deposits, net acquisition of financial assets (x 1,000,000)",v52531078,1.2.26,-1878.0
1997/12,Canada,Federal government,"Currency and deposits, net acquisition of financial assets (x 1,000,000)",v52531078,1.2.26,6695.0
1998/03,Canada,Federal government,"Currency and deposits, net acquisition of financial assets (x 1,000,000)",v52531078,1.2.26,-1071.0
1998/06,Canada,Federal government,"Currency and deposits, net acquisition of financial assets (x 1,000,000)",v52531078,1.2.26,-1933.0
1998/09,Canada,Federal government,"Currency and deposits, net acquisition of financial assets (x 1,000,000)",v52531078,1.2.26,-679.0
1998/12,Canada,Federal government,"Currency and deposits, net acquisition of financial assets (x 1,000,000)",v52531078,1.2.26,3070.0
1999/03,Canada,Federal government,"Currency and deposits, net acquisition of financial assets (x 1,000,000)",v52531078,1.2.26,1816.0
1999/06,Canada,Federal government,"Currency and deposits, net acquisition of financial assets (x 1,000,000)",v52531078,1.2.26,-5942.0
1999/09,Canada,Federal government,"Currency and deposits, net acquisition of financial assets (x 1,000,000)",v52531078,1.2.26,149.0
1999/12,Canada,Federal government,"Currency and deposits, net acquisition of financial assets (x 1,000,000)",v52531078,1.2.26,10213.0
2000/03,Canada,Federal government,"Currency and deposits, net acquisition of financial assets (x 1,000,000)",v52531078,1.2.26,-2939.0
2000/06,Canada,Federal government,"Currency and deposits, net acquisition of financial assets (x 1,000,000)",v52531078,1.2.26,-110.0
2000/09,Canada,Federal government,"Currency and deposits, net acquisition of financial assets (x 1,000,000)",v52531078,1.2.26,-5403.0
2000/12,Canada,Federal government,"Currency and deposits, net acquisition of financial assets (x 1,000,000)",v52531078,1.2.26,1020.0
2001/03,Canada,Federal government,"Currency and deposits, net acquisition of financial assets (x 1,000,000)",v52531078,1.2.26,8683.0
2001/06,Canada,Federal government,"Currency and deposits, net acquisition of financial assets (x 1,000,000)",v52531078,1.2.26,-8095.0
2001/09,Canada,Federal government,"Currency and deposits, net acquisition of financial assets (x 1,000,000)",v52531078,1.2.26,-1000.0
2001/12,Canada,Federal government,"Currency and deposits, net acquisition of financial assets (x 1,000,000)",v52531078,1.2.26,2076.0
2002/03,Canada,Federal government,"Currency and deposits, net acquisition of financial assets (x 1,000,000)",v52531078,1.2.26,2178.0
2002/06,Canada,Federal government,"Currency and deposits, net acquisition of financial assets (x 1,000,000)",v52531078,1.2.26,-3346.0
2002/09,Canada,Federal government,"Currency and deposits, net acquisition of financial assets (x 1,000,000)",v52531078,1.2.26,-2081.0
2002/12,Canada,Federal government,"Currency and deposits, net acquisition of financial assets (x 1,000,000)",v52531078,1.2.26,-354.0
2003/03,Canada,Federal government,"Currency and deposits, net acquisition of financial assets (x 1,000,000)",v52531078,1.2.26,-974.0
2003/06,Canada,Federal government,"Currency and deposits, net acquisition of financial assets (x 1,000,000)",v52531078,1.2.26,-1130.0
2003/09,Canada,Federal government,"Currency and deposits, net acquisition of financial assets (x 1,000,000)",v52531078,1.2.26,195.0
2003/12,Canada,Federal government,"Currency and deposits, net acquisition of financial assets (x 1,000,000)",v52531078,1.2.26,875.0
2004/03,Canada,Federal government,"Currency and deposits, net acquisition of financial assets (x 1,000,000)",v52531078,1.2.26,-240.0
2004/06,Canada,Federal government,"Currency and deposits, net acquisition of financial assets (x 1,000,000)",v52531078,1.2.26,-1268.0
2004/09,Canada,Federal government,"Currency and deposits, net acquisition of financial assets (x 1,000,000)",v52531078,1.2.26,1265.0
2004/12,Canada,Federal government,"Currency and deposits, net acquisition of financial assets (x 1,000,000)",v52531078,1.2.26,-278.0
2005/03,Canada,Federal government,"Currency and deposits, net acquisition of financial assets (x 1,000,000)",v52531078,1.2.26,1296.0
2005/06,Canada,Federal government,"Currency and deposits, net acquisition of financial assets (x 1,000,000)",v52531078,1.2.26,-1161.0
2005/09,Canada,Federal government,"Currency and deposits, net acquisition of financial assets (x 1,000,000)",v52531078,1.2.26,-470.0
2005/12,Canada,Federal government,"Currency and deposits, net acquisition of financial assets (x 1,000,000)",v52531078,1.2.26,259.0
2006/03,Canada,Federal government,"Currency and deposits, net acquisition of financial assets (x 1,000,000)",v52531078,1.2.26,327.0
2006/06,Canada,Federal government,"Currency and deposits, net acquisition of financial assets (x 1,000,000)",v52531078,1.2.26,-734.0
2006/09,Canada,Federal government,"Currency and deposits, net acquisition of financial assets (x 1,000,000)",v52531078,1.2.26,361.0
2006/12,Canada,Federal government,"Currency and deposits, net acquisition of financial assets (x 1,000,000)",v52531078,1.2.26,771.0
2007/03,Canada,Federal government,"Currency and deposits, net acquisition of financial assets (x 1,000,000)",v52531078,1.2.26,-314.0
2007/06,Canada,Federal government,"Currency and deposits, net acquisition of financial assets (x 1,000,000)",v52531078,1.2.26,631.0
2007/09,Canada,Federal government,"Currency and deposits, net acquisition of financial assets (x 1,000,000)",v52531078,1.2.26,-1229.0
2007/12,Canada,Federal government,"Currency and deposits, net acquisition of financial assets (x 1,000,000)",v52531078,1.2.26,900.0
2008/03,Canada,Federal government,"Currency and deposits, net acquisition of financial assets (x 1,000,000)",v52531078,1.2.26,2264.0
2008/06,Canada,Federal government,"Currency and deposits, net acquisition of financial assets (x 1,000,000)",v52531078,1.2.26,-2385.0
2008/09,Canada,Federal government,"Currency and deposits, net acquisition of financial assets (x 1,000,000)",v52531078,1.2.26,2365.0
2008/12,Canada,Federal government,"Currency and deposits, net acquisition of financial assets (x 1,000,000)",v52531078,1.2.26,21868.0
2009/03,Canada,Federal government,"Currency and deposits, net acquisition of financial assets (x 1,000,000)",v52531078,1.2.26,2887.0
2009/06,Canada,Federal government,"Currency and deposits, net acquisition of financial assets (x 1,000,000)",v52531078,1.2.26,-11831.0
2009/09,Canada,Federal government,"Currency and deposits, net acquisition of financial assets (x 1,000,000)",v52531078,1.2.26,79.0
2009/12,Canada,Federal government,"Currency and deposits, net acquisition of financial assets (x 1,000,000)",v52531078,1.2.26,-5409.0
2010/03,Canada,Federal government,"Currency and deposits, net acquisition of financial assets (x 1,000,000)",v52531078,1.2.26,1304.0
2010/06,Canada,Federal government,"Currency and deposits, net acquisition of financial assets (x 1,000,000)",v52531078,1.2.26,-10941.0
2010/09,Canada,Federal government,"Currency and deposits, net acquisition of financial assets (x 1,000,000)",v52531078,1.2.26,-1052.0
2010/12,Canada,Federal government,"Currency and deposits, net acquisition of financial assets (x 1,000,000)",v52531078,1.2.26,586.0
2011/03,Canada,Federal government,"Currency and deposits, net acquisition of financial assets (x 1,000,000)",v52531078,1.2.26,-843.0
2011/06,Canada,Federal government,"Currency and deposits, net acquisition of financial assets (x 1,000,000)",v52531078,1.2.26,626.0
2011/09,Canada,Federal government,"Currency and deposits, net acquisition of financial assets (x 1,000,000)",v52531078,1.2.26,77.0
2011/12,Canada,Federal government,"Currency and deposits, net acquisition of financial assets (x 1,000,000)",v52531078,1.2.26,87.0
2012/03,Canada,Federal government,"Currency and deposits, net acquisition of financial assets (x 1,000,000)",v52531078,1.2.26,5526.0
2012/06,Canada,Federal government,"Currency and deposits, net acquisition of financial assets (x 1,000,000)",v52531078,1.2.26,457.0
2012/09,Canada,Federal government,"Currency and deposits, net acquisition of financial assets (x 1,000,000)",v52531078,1.2.26,3385.0
2012/12,Canada,Federal government,"Currency and deposits, net acquisition of financial assets (x 1,000,000)",v52531078,1.2.26,931.0
2013/03,Canada,Federal government,"Currency and deposits, net acquisition of financial assets (x 1,000,000)",v52531078,1.2.26,5520.0
2013/06,Canada,Federal government,"Currency and deposits, net acquisition of financial assets (x 1,000,000)",v52531078,1.2.26,4125.0
2013/09,Canada,Federal government,"Currency and deposits, net acquisition of financial assets (x 1,000,000)",v52531078,1.2.26,337.0
2013/12,Canada,Federal government,"Currency and deposits, net acquisition of financial assets (x 1,000,000)",v52531078,1.2.26,38.0
2014/03,Canada,Federal government,"Currency and deposits, net acquisition of financial assets (x 1,000,000)",v52531078,1.2.26,-126.0
2014/06,Canada,Federal government,"Currency and deposits, net acquisition of financial assets (x 1,000,000)",v52531078,1.2.26,2588.0
2014/09,Canada,Federal government,"Currency and deposits, net acquisition of financial assets (x 1,000,000)",v52531078,1.2.26,-1509.0
2014/12,Canada,Federal government,"Currency and deposits, net acquisition of financial assets (x 1,000,000)",v52531078,1.2.26,-2408.0
1991/03,Canada,Federal government,"Securities other than shares, net acquisition of financial assets (x 1,000,000)",v52531079,1.2.27,-17.0
1991/06,Canada,Federal government,"Securities other than shares, net acquisition of financial assets (x 1,000,000)",v52531079,1.2.27,1.0
1991/09,Canada,Federal government,"Securities other than shares, net acquisition of financial assets (x 1,000,000)",v52531079,1.2.27,7.0
1991/12,Canada,Federal government,"Securities other than shares, net acquisition of financial assets (x 1,000,000)",v52531079,1.2.27,20.0
1992/03,Canada,Federal government,"Securities other than shares, net acquisition of financial assets (x 1,000,000)",v52531079,1.2.27,-31.0
1992/06,Canada,Federal government,"Securities other than shares, net acquisition of financial assets (x 1,000,000)",v52531079,1.2.27,1.0
1992/09,Canada,Federal government,"Securities other than shares, net acquisition of financial assets (x 1,000,000)",v52531079,1.2.27,15.0
